Country,Date,Product,Type,Funder,Order,projOrder,SOH,AMI,projAMI,MOS,projMOS,Note
Burundi,8/31/2018,"Efavirenz 600 mg Tablet, 30 Tabs",Adult ARV,,,,70570,2831.666667,,24.9,,
Burundi,8/31/2018,"Efavirenz/Lamivudine/Tenofovir DF 600/300/300 mg Tablet, 30 Tabs",Adult ARV,,,,199188,33862,,5.9,,
Burundi,8/31/2018,"HIV-1/2 Determine Rapid Test Kit, 100 Tests",RTK,,,,1060,1611.333333,,0.7,,
Burundi,8/31/2018,"HIV-1/2 RTK, OraQuick ADVANCE Rapid Antibody Test, 100 Tests",RTK,,,,1250,416.6666667,,3,,
Burundi,8/31/2018,"HIV-1/2 SD Bioline 3.0, Rapid Test Kit, 25 Tests",RTK,,,,5159,778.6666667,,6.6,,
Burundi,8/31/2018,"HIV-1/2 RTK, STAT-PAK Assay, 30 Tests",RTK,,,,1359,224.6666667,,6,,
Burundi,8/31/2018,"Lamivudine/Tenofovir DF 300/300 mg Tablet, 30 Tabs",Adult ARV,,,,8745,2719,,3.2,,
Burundi,8/31/2018,"Lamivudine/Zidovudine 150/300 mg Tablet, 60 Tabs",Adult ARV,,,,75788,2956,,25.6,,
Burundi,8/31/2018,"Lamivudine/Zidovudine 30/60 mg Tablet, 60 Tabs",Pediatric ARV,,,,1508,344.3333333,,4.4,,
Burundi,8/31/2018,"Lopinavir/ritonavir 100/25 mg Tablet, 60 Tabs",Pediatric ARV,,,,2581,496.3333333,,5.2,,
Burundi,8/31/2018,"Lopinavir/ritonavir 40/10 mg, Pellets in Capsules, 120 Caps ",Pediatric ARV,,,,752,33,,22.8,,
Burundi,8/31/2018,"Nevirapine 10 mg/mL Suspension w/ Syringe, 100 mL bottle",Pediatric ARV,,,,3618,734.3333333,,4.9,,
Burundi,8/31/2018,"Nevirapine 200 mg Tablet, 60 Tabs",Adult ARV,,,,17715,1796.666667,,9.9,,
Burundi,8/31/2018,"Nevirapine/Lamivudine/Zidovudine 200/150/300 mg Tablet, 60 Tabs",Adult ARV,,,,125432,7826,,16,,
Burundi,8/31/2018,"Nevirapine/Lamivudine/Zidovudine 50/30/60 mg Dispersible Tablet, 60 Tabs",Pediatric ARV,,,,8528,1471,,5.8,,
Burundi,8/31/2018,"Raltegravir 400 mg Tablet, 60 Tabs",Adult ARV,,,,1393,16,,87.1,,
Burundi,8/31/2018,"Ritonavir 100 mg Film-Coated Tablet, 30 Tabs",Pediatric ARV,,,,787,15.33333333,,51.3,,
Burundi,9/30/2018,"Abacavir/Lamivudine 60/30 mg Tablet, 60 Tabs",Pediatric ARV,,,,8371,930,,9,,
Burundi,9/30/2018,"Abacavir/Lamivudine 600/300 mg Tablet, 30 Tabs",Adult ARV,,,,7986,1552,,5.1,,
Burundi,9/30/2018,"Atazanavir/ritonavir 300/100 mg Tablet, 30 Tabs",Adult ARV,,,,3291,2064,,1.6,,
Burundi,9/30/2018,"Darunavir 600 mg Tablet, 60 Tabs",Adult ARV,,,,1096,16,,68.5,,
Burundi,9/30/2018,"Efavirenz 200 mg, Capsules, 90 Caps",Pediatric ARV,,,,5000,457,,10.9,,
Burundi,9/30/2018,"Efavirenz 600 mg Tablet, 30 Tabs",Adult ARV,,,,68035,3390,,20.1,,
Burundi,9/30/2018,"Efavirenz/Lamivudine/Tenofovir DF 600/300/300 mg Tablet, 30 Tabs",Adult ARV,,,,345705,35831,,9.6,,
Burundi,9/30/2018,"HIV-1/2 Determine Rapid Test Kit, 100 Tests",RTK,,,,1563,1471,,1.1,,
Burundi,9/30/2018,"HIV-1/2 RTK, OraQuick ADVANCE Rapid Antibody Test, 100 Tests",RTK,,,,1100,400,,2.8,,
Burundi,9/30/2018,"HIV-1/2 SD Bioline 3.0, Rapid Test Kit, 25 Tests",RTK,,,,5227,1084,,4.8,,
Burundi,9/30/2018,"HIV-1/2 RTK, STAT-PAK Assay, 30 Tests",RTK,,,,1102,235,,4.7,,
Burundi,9/30/2018,"Lamivudine/Tenofovir DF 300/300 mg Tablet, 30 Tabs",Adult ARV,,,,4348,3167,,1.4,,
Burundi,9/30/2018,"Lamivudine/Zidovudine 150/300 mg Tablet, 60 Tabs",Adult ARV,,,,73103,3340,,21.9,,
Burundi,9/30/2018,"Lamivudine/Zidovudine 30/60 mg Tablet, 60 Tabs",Pediatric ARV,,,,1345,393,,3.4,,
Burundi,9/30/2018,"Lopinavir/ritonavir 100/25 mg Tablet, 60 Tabs",Pediatric ARV,,,,4050,550,,7.4,,
Burundi,9/30/2018,"Lopinavir/ritonavir 200/50 mg Tablet, 120 Tabs",Adult ARV,,,,0,485,,0,,
Burundi,9/30/2018,"Lopinavir/ritonavir 40/10 mg, Pellets in Capsules, 120 Caps ",Pediatric ARV,,,,725,30,,24.2,,
Burundi,9/30/2018,"Nevirapine 10 mg/mL Suspension w/ Syringe, 100 mL bottle",Pediatric ARV,,,,2879,779,,3.7,,
Burundi,9/30/2018,"Nevirapine 200 mg Tablet, 60 Tabs",Adult ARV,,,,16429,3055,,5.4,,
Burundi,9/30/2018,"Nevirapine/Lamivudine/Zidovudine 200/150/300 mg Tablet, 60 Tabs",Adult ARV,,,,117568,10001,,11.8,,
Burundi,9/30/2018,"Nevirapine/Lamivudine/Zidovudine 50/30/60 mg Dispersible Tablet, 60 Tabs",Pediatric ARV,,,,6773,1452,,4.7,,
Burundi,9/30/2018,"Raltegravir 400 mg Tablet, 60 Tabs",Adult ARV,,,,1378,16,,86.1,,
Burundi,9/30/2018,"Ritonavir 100 mg Film-Coated Tablet, 30 Tabs",Pediatric ARV,,,,784,16,,49,,
Burundi,9/30/2018,"Zidovudine 10 mg/mL Solution w/ Syringe, 240 mL",Pediatric ARV,,,,762,881,,0.9,,
Burundi,10/31/2018,"Abacavir/Lamivudine 60/30 mg Tablet, 60 Tabs",Pediatric ARV,,,,6739,1124,,6,,
Burundi,10/31/2018,"Abacavir/Lamivudine 600/300 mg Tablet, 30 Tabs",Adult ARV,,,,7970,1552,,5.1,,
Burundi,10/31/2018,"Atazanavir/ritonavir 300/100 mg Tablet, 30 Tabs",Adult ARV,,,,1093,2094,,0.5,,
Burundi,10/31/2018,"Darunavir 600 mg Tablet, 60 Tabs",Adult ARV,,,,1350,18,,75,,
Burundi,10/31/2018,"Efavirenz 200 mg, Capsules, 90 Caps",Pediatric ARV,,,,5000,552,,9.1,,
Burundi,10/31/2018,"Efavirenz 600 mg Tablet, 30 Tabs",Adult ARV,,,,64736,3406,,19,,
Burundi,10/31/2018,"Efavirenz/Lamivudine/Tenofovir DF 600/300/300 mg Tablet, 30 Tabs",Adult ARV,,,,315665,39681,,8,,
Burundi,10/31/2018,"HIV-1/2 Determine Rapid Test Kit, 100 Tests",RTK,,,,1082,583,,1.9,,
Burundi,10/31/2018,"HIV-1/2 RTK, OraQuick ADVANCE Rapid Antibody Test, 100 Tests",RTK,,,,1100,500,,2.2,,
Burundi,10/31/2018,"HIV-1/2 SD Bioline 3.0, Rapid Test Kit, 25 Tests",RTK,,,,4081,1033,,4,,
Burundi,10/31/2018,"HIV-1/2 RTK, STAT-PAK Assay, 30 Tests",RTK,,,,911,235,,3.9,,
Burundi,10/31/2018,"Lamivudine/Tenofovir DF 300/300 mg Tablet, 30 Tabs",Adult ARV,,,,13043,3409,,3.8,,
Burundi,10/31/2018,"Lamivudine/Zidovudine 150/300 mg Tablet, 60 Tabs",Adult ARV,,,,79366,3309,,24,,
Burundi,10/31/2018,"Lamivudine/Zidovudine 30/60 mg Tablet, 60 Tabs",Pediatric ARV,,,,1157,393,,2.9,,
Burundi,10/31/2018,"Lopinavir/ritonavir 100/25 mg Tablet, 60 Tabs",Pediatric ARV,,,,3412,537,,6.4,,
Burundi,10/31/2018,"Lopinavir/ritonavir 200/50 mg Tablet, 120 Tabs",Adult ARV,,,,0,0,,0,,
Burundi,10/31/2018,"Lopinavir/ritonavir 40/10 mg, Pellets in Capsules, 120 Caps ",Pediatric ARV,,,,630,40,,15.8,,
Burundi,10/31/2018,"Nevirapine 10 mg/mL Suspension w/ Syringe, 100 mL bottle",Pediatric ARV,,,,2879,800,,3.6,,
Burundi,10/31/2018,"Nevirapine 200 mg Tablet, 60 Tabs",Adult ARV,,,,13980,2112,,6.6,,
Burundi,10/31/2018,"Nevirapine/Lamivudine/Zidovudine 200/150/300 mg Tablet, 60 Tabs",Adult ARV,,,,109291,9691,,11.3,,
Burundi,10/31/2018,"Nevirapine/Lamivudine/Zidovudine 50/30/60 mg Dispersible Tablet, 60 Tabs",Pediatric ARV,,,,5451,1516,,3.6,,
Burundi,10/31/2018,"Raltegravir 400 mg Tablet, 60 Tabs",Adult ARV,,,,1371,18,,76.2,,
Burundi,10/31/2018,"Ritonavir 100 mg Film-Coated Tablet, 30 Tabs",Pediatric ARV,,,,774,18,,43,,
Burundi,10/31/2018,"Zidovudine 10 mg/mL Solution w/ Syringe, 240 mL",Pediatric ARV,,,,0,885,,0,,
Burundi,11/30/2018,"Abacavir/Lamivudine 60/30 mg Tablet, 60 Tabs",Pediatric ARV,,,,5791,827,,7,,
Burundi,11/30/2018,"Abacavir/Lamivudine 600/300 mg Tablet, 30 Tabs",Adult ARV,,,,6307,1338,,4.7,,
Burundi,11/30/2018,"Atazanavir/ritonavir 300/100 mg Tablet, 30 Tabs",Adult ARV,,,,13784,2094,,6.6,,
Burundi,11/30/2018,"Darunavir 600 mg Tablet, 60 Tabs",Adult ARV,,,,1330,18,,73.9,,
Burundi,11/30/2018,"Dolutegravir/Lamivudine/Tenofovir DF 50/300/300 mg Tablet, 30 Tabs",Adult ARV,,,,0,0,,0,,
Burundi,11/30/2018,"Dolutegravir 50 mg Tablet, 30 Tabs",Adult ARV,,,,0,0,,0,,
Burundi,11/30/2018,"Efavirenz 200 mg, Capsules, 90 Caps",Pediatric ARV,,,,8119,552,,14.7,,
Burundi,11/30/2018,"Efavirenz 600 mg Tablet, 30 Tabs",Adult ARV,,,,61874,3406,,18.2,,
Burundi,11/30/2018,"Efavirenz/Lamivudine/Tenofovir DF 600/300/300 mg Tablet, 30 Tabs",Adult ARV,,,,275362,39681,,6.9,,
Burundi,11/30/2018,"HIV-1/2 Determine Rapid Test Kit, 100 Tests",RTK,,,,455,583,,0.8,,
Burundi,11/30/2018,"HIV-1/2 RTK, OraQuick ADVANCE Rapid Antibody Test, 100 Tests",RTK,,,,600,500,,1.2,,
Burundi,11/30/2018,"HIV-1/2 SD Bioline 3.0, Rapid Test Kit, 25 Tests",RTK,,,,3226,1033,,3.1,,
Burundi,11/30/2018,"HIV-1/2 RTK, STAT-PAK Assay, 30 Tests",RTK,,,,719,235,,3.1,,
Burundi,11/30/2018,"Lamivudine/Tenofovir DF 300/300 mg Tablet, 30 Tabs",Adult ARV,,,,9412,3409,,2.8,,
Burundi,11/30/2018,"Lamivudine/Zidovudine 150/300 mg Tablet, 60 Tabs",Adult ARV,,,,67983,3309,,20.5,,
Burundi,11/30/2018,"Lamivudine/Zidovudine 30/60 mg Tablet, 60 Tabs",Pediatric ARV,,,,757,393,,1.9,,
Burundi,11/30/2018,"Lopinavir/ritonavir 100/25 mg Tablet, 60 Tabs",Pediatric ARV,,,,3198,537,,6,,
Burundi,11/30/2018,"Lopinavir/ritonavir 200/50 mg Tablet, 120 Tabs",Adult ARV,,,,0,0,,0,,
Burundi,11/30/2018,"Lopinavir/ritonavir 40/10 mg, Pellets in Capsules, 120 Caps ",Pediatric ARV,,,,604,40,,15.1,,
Burundi,11/30/2018,"Nevirapine 10 mg/mL Suspension w/ Syringe, 100 mL bottle",Pediatric ARV,,,,1680,800,,2.1,,
Burundi,11/30/2018,"Nevirapine 200 mg Tablet, 60 Tabs",Adult ARV,,,,11992,2081,,5.8,,
Burundi,11/30/2018,"Nevirapine/Lamivudine/Zidovudine 200/150/300 mg Tablet, 60 Tabs",Adult ARV,,,,99852,8207,,12.2,,
Burundi,11/30/2018,"Nevirapine/Lamivudine/Zidovudine 50/30/60 mg Dispersible Tablet, 60 Tabs",Pediatric ARV,,,,7307,1452,,5,,
Burundi,11/30/2018,"Raltegravir 400 mg Tablet, 60 Tabs",Adult ARV,,,,1352,18,,75.1,,
Burundi,11/30/2018,"Ritonavir 100 mg Film-Coated Tablet, 30 Tabs",Pediatric ARV,,,,666,18,,37,,
Burundi,11/30/2018,"Zidovudine 10 mg/mL Solution w/ Syringe, 240 mL",Pediatric ARV,,,,0,0,,0,,
Burundi,12/31/2018,"Abacavir/Lamivudine 60/30 mg Tablet, 60 Tabs",Pediatric ARV,,,,4844,836,,5.8,,
Burundi,12/31/2018,"Abacavir/Lamivudine 600/300 mg Tablet, 30 Tabs",Adult ARV,,,,5099,2099,,2.4,,
Burundi,12/31/2018,"Atazanavir/ritonavir 300/100 mg Tablet, 30 Tabs",Adult ARV,,,,4000,2094,,1.9,,
Burundi,12/31/2018,"Darunavir 600 mg Tablet, 60 Tabs",Adult ARV,,,,1308,18,,72.7,,
Burundi,12/31/2018,"Dolutegravir/Lamivudine/Tenofovir DF 50/300/300 mg Tablet, 30 Tabs",Adult ARV,,,,0,0,,0,,
Burundi,12/31/2018,"Dolutegravir 50 mg Tablet, 30 Tabs",Adult ARV,,,,0,0,,0,,
Burundi,12/31/2018,"Efavirenz 200 mg, Capsules, 90 Caps",Pediatric ARV,,,,5839,552,,10.6,,
Burundi,12/31/2018,"Efavirenz 600 mg Tablet, 30 Tabs",Adult ARV,,,,59183,3406,,17.4,,
Burundi,12/31/2018,"Efavirenz/Lamivudine/Tenofovir DF 600/300/300 mg Tablet, 30 Tabs",Adult ARV,,,,206903,35938,,5.8,,
Burundi,12/31/2018,"HIV-1/2 Determine Rapid Test Kit, 100 Tests",RTK,,,,1768,600,,2.9,,
Burundi,12/31/2018,"HIV-1/2 RTK, OraQuick ADVANCE Rapid Antibody Test, 100 Tests",RTK,,,,600,500,,1.2,,
Burundi,12/31/2018,"HIV-1/2 SD Bioline 3.0, Rapid Test Kit, 25 Tests",RTK,,,,2612,1033,,2.5,,
Burundi,12/31/2018,"HIV-1/2 RTK, STAT-PAK Assay, 30 Tests",RTK,,,,612,235,,2.6,,
Burundi,12/31/2018,"Lamivudine/Tenofovir DF 300/300 mg Tablet, 30 Tabs",Adult ARV,,,,5629,3409,,1.7,,
Burundi,12/31/2018,"Lamivudine/Zidovudine 150/300 mg Tablet, 60 Tabs",Adult ARV,,,,65342,3309,,19.7,,
Burundi,12/31/2018,"Lamivudine/Zidovudine 30/60 mg Tablet, 60 Tabs",Pediatric ARV,,,,2337,393,,5.9,,
Burundi,12/31/2018,"Lopinavir/ritonavir 100/25 mg Tablet, 60 Tabs",Pediatric ARV,,,,2953,537,,5.5,,
Burundi,12/31/2018,"Lopinavir/ritonavir 200/50 mg Tablet, 120 Tabs",Adult ARV,,,,0,489,,0,,
Burundi,12/31/2018,"Lopinavir/ritonavir 40/10 mg, Pellets in Capsules, 120 Caps ",Pediatric ARV,,,,587,40,,14.7,,
Burundi,12/31/2018,"Nevirapine 10 mg/mL Suspension w/ Syringe, 100 mL bottle",Pediatric ARV,,,,1811,800,,2.3,,
Burundi,12/31/2018,"Nevirapine 200 mg Tablet, 60 Tabs",Adult ARV,,,,10408,1928,,5.4,,
Burundi,12/31/2018,"Nevirapine/Lamivudine/Zidovudine 200/150/300 mg Tablet, 60 Tabs",Adult ARV,,,,91213,11000,,8.3,,
Burundi,12/31/2018,"Nevirapine/Lamivudine/Zidovudine 50/30/60 mg Dispersible Tablet, 60 Tabs",Pediatric ARV,,,,6646,1452,,4.6,,
Burundi,12/31/2018,"Raltegravir 400 mg Tablet, 60 Tabs",Adult ARV,,,,1339,18,,74.4,,
Burundi,12/31/2018,"Ritonavir 100 mg Film-Coated Tablet, 30 Tabs",Pediatric ARV,,,,640,18,,35.6,,
Burundi,12/31/2018,"Zidovudine 10 mg/mL Solution w/ Syringe, 240 mL",Pediatric ARV,,,,20123,885,,22.7,,
Burundi,1/31/2019,"Abacavir/Lamivudine 60/30 mg Tablet, 60 Tabs",Pediatric ARV,,,,5366,1050,,5.1,,
Burundi,1/31/2019,"Abacavir/Lamivudine 600/300 mg Tablet, 30 Tabs",Adult ARV,,,,19725,1453,,13.6,,
Burundi,1/31/2019,"Atazanavir/ritonavir 300/100 mg Tablet, 30 Tabs",Adult ARV,,,,6803,2069,,3.3,,
Burundi,1/31/2019,"Darunavir 600 mg Tablet, 60 Tabs",Adult ARV,,,,1285,18,,71.4,,
Burundi,1/31/2019,"Dolutegravir/Lamivudine/Tenofovir DF 50/300/300 mg Tablet, 30 Tabs",Adult ARV,,,,0,0,,0,,
Burundi,1/31/2019,"Dolutegravir 50 mg Tablet, 30 Tabs",Adult ARV,,,,0,0,,0,,
Burundi,1/31/2019,"Efavirenz 200 mg, Capsules, 90 Caps",Pediatric ARV,,,,5469,493,,11.1,,
Burundi,1/31/2019,"Efavirenz 600 mg Tablet, 30 Tabs",Adult ARV,,,,55873,3100,,18,,
Burundi,1/31/2019,"Efavirenz/Lamivudine/Tenofovir DF 600/300/300 mg Tablet, 30 Tabs",Adult ARV,,,,200000,39880,,5,,
Burundi,1/31/2019,"HIV-1/2 Determine Rapid Test Kit, 100 Tests",RTK,,,,6116,600,,10.2,,
Burundi,1/31/2019,"HIV-1/2 RTK, OraQuick ADVANCE Rapid Antibody Test, 100 Tests",RTK,,,,300,600,,0.5,,
Burundi,1/31/2019,"HIV-1/2 SD Bioline 3.0, Rapid Test Kit, 25 Tests",RTK,,,,5632,1032,,5.5,,
Burundi,1/31/2019,"HIV-1/2 RTK, STAT-PAK Assay, 30 Tests",RTK,,,,476,235,,2,,
Burundi,1/31/2019,"Lamivudine/Tenofovir DF 300/300 mg Tablet, 30 Tabs",Adult ARV,,,,820,2714,,0.3,,
Burundi,1/31/2019,"Lamivudine/Zidovudine 150/300 mg Tablet, 60 Tabs",Adult ARV,,,,62328,3104,,20.1,,
Burundi,1/31/2019,"Lamivudine/Zidovudine 30/60 mg Tablet, 60 Tabs",Pediatric ARV,,,,2132,393,,5.4,,
Burundi,1/31/2019,"Lopinavir/ritonavir 100/25 mg Tablet, 60 Tabs",Pediatric ARV,,,,3734,390,,9.6,,
Burundi,1/31/2019,"Lopinavir/ritonavir 200/50 mg Tablet, 120 Tabs",Adult ARV,,,,1017,0,,,,
Burundi,1/31/2019,"Lopinavir/ritonavir 40/10 mg, Pellets in Capsules, 120 Caps ",Pediatric ARV,,,,574,84,,6.8,,
Burundi,1/31/2019,"Nevirapine 10 mg/mL Suspension w/ Syringe, 100 mL bottle",Pediatric ARV,,,,2881,891,,3.2,,
Burundi,1/31/2019,"Nevirapine 200 mg Tablet, 60 Tabs",Adult ARV,,,,9736,2086,,4.7,,
Burundi,1/31/2019,"Nevirapine/Lamivudine/Zidovudine 200/150/300 mg Tablet, 60 Tabs",Adult ARV,,,,81736,9166,,8.9,,
Burundi,1/31/2019,"Nevirapine/Lamivudine/Zidovudine 50/30/60 mg Dispersible Tablet, 60 Tabs",Pediatric ARV,,,,12120,1200,,10.1,,
Burundi,1/31/2019,"Raltegravir 400 mg Tablet, 60 Tabs",Adult ARV,,,,1328,18,,73.8,,
Burundi,1/31/2019,"Ritonavir 100 mg Film-Coated Tablet, 30 Tabs",Pediatric ARV,,,,624,18,,34.7,,
Burundi,1/31/2019,"Zidovudine 10 mg/mL Solution w/ Syringe, 240 mL",Pediatric ARV,,,,18426,1688,,10.9,,
Burundi,2/28/2019,"Abacavir/Lamivudine 60/30 mg Tablet, 60 Tabs",Pediatric ARV,,,,4329,1061,,4.1,,
Burundi,2/28/2019,"Abacavir/Lamivudine 600/300 mg Tablet, 30 Tabs",Adult ARV,,,,18032,1675,,10.8,,
