Country,Short_Country,Date,Short_Product,Product,Type,SOH,AMI,MOS,Note
Burundi,BDI,2019-03-31,NVP/3TC/AZT 50/30/60 MG DISPERSIBLE 60 TABS,"Nevirapine/Lamivudine/Zidovudine 50/30/60 mg Dispersible Tablet, 60 Tabs",Pediatric ARV,9085.0,1200.0,7.6,"Stock according to plan.  Government shipment (Qty 3,500) does not have an expected delivery date and was previously expected in December 2018. PNLS is planning to develop new treatment guidelines, including pediatric ARVs in closely collaboration with GHSC-PSM. Again, all NVP based combination are progressively retired for utilization of DTG based combinations."
Burundi,BDI,2019-03-31,RTV 100 MG 30 TABS,"Ritonavir 100 mg Film-Coated Tablet, 30 Tabs",Pediatric ARV,584.0,18.0,32.4,Overstock with a risk of expiry in June 2019 (5 MOS) and August 2019 (28 MOS). GF shipment (Qty 325) is planned for April 2019. Support is being provided to PNLS to continue tracking stock availability at health facility level so that targeted patients can avoid missing doses in central overstock situation.
Burundi,BDI,2019-03-31,AZT 10 MG/ML SOLN W/ SYR 240 ML,"Zidovudine 10 mg/mL Solution w/ Syringe, 240 mL",Pediatric ARV,15913.0,1680.0,9.5,Stock according to plan. PNLS and GHSC-PSM will continue to track stock status at health facility level. GHSC-PSM will closely monitor stock status on monthly basis to prevent expiry risk.
Burundi,BDI,2019-04-30,ABC/3TC 60/30 MG 60 TABS,"Abacavir/Lamivudine 60/30 mg Tablet, 60 Tabs",Pediatric ARV,15305.0,1005.0,15.2,"Overstock, with AMD increase possibility in the future, for this more recommended 1st line Ped regimen. GHSC-PSM will continue to work closely with PNLS and UNDP for a regular monitoring and track of the consumption trend to mitigate expiry risk. UNDP/GF shipment (Qty 12,954) was delivered in March 2019. "
Burundi,BDI,2019-04-30,EFV 200 MG 90 CAPS,"Efavirenz 200 mg, Capsules, 90 Caps",Pediatric ARV,4291.0,392.6666666666667,10.9,"Stocked according to plan. GHSC-PSM in collaboration with PNLS and GF will continue to track product consumption trend to avoid expiry risk. Next GF shipment is planned for June 2019 (Qty 5,000). "
Burundi,BDI,2019-04-30,3TC/AZT 30/60 MG 60 TABS,"Lamivudine/Zidovudine 30/60 mg Tablet, 60 Tabs",Pediatric ARV,1482.0,221.6666666666667,6.7,"Stock according to plan. GHSC-PSM shipment (Qty 2,000) was delivered on 5/3/2019. Another GHSC-PSM shipment (Qty 1,033) is expected by June 2019. "
Burundi,BDI,2019-04-30,LPV/R 100/25 MG 60 TABS,"Lopinavir/ritonavir 100/25 mg Tablet, 60 Tabs",Pediatric ARV,2052.0,558.0,3.7,"Understocked. UNDP/GF shipment (Qty 15,457) is expected in April 2019. PSM will coordinate with PNLS and UNDP to follow up with consumption trend for this recommended Pediatric regimen in combination with ABC/3TC. "
Burundi,BDI,2019-04-30,LPV/R 40/10 MG PELLETS IN CAPS 120,"Lopinavir/ritonavir 40/10 mg, Pellets in Capsules, 120 Caps ",Pediatric ARV,392.0,60.66666666666666,6.5,"Stockout ancitipated in June 2019 due to 344 packs that will expire on June 1, 2019. UNDP pending shipment (Qty 419) is expected to arrive in June 2019. PNLS is awaiting for UNICEF order confirmation (qty 500)."
Burundi,BDI,2019-04-30,NVP 10MG/ML SUSP W/ SYRNG 100 ML,"Nevirapine 10 mg/mL Suspension w/ Syringe, 100 mL bottle",Pediatric ARV,2600.0,1055.333333333333,2.5,"Understock. GHSC-PSM shipment (Qty 4,020) and UNDP shipment (Qty 5,824) are both expected in June 2019. "
Burundi,BDI,2019-04-30,NVP/3TC/AZT 50/30/60 MG DISPERSIBLE 60 TABS,"Nevirapine/Lamivudine/Zidovudine 50/30/60 mg Dispersible Tablet, 60 Tabs",Pediatric ARV,7656.0,1488.0,5.1,"Stock according to plan.  Government shipment (Qty 3,500) does not have an expected delivery date and was previously expected in December 2018. PNLS is planning to develop new treatment guidelines, including pediatric ARVs in closely collaboration with GHSC-PSM. Again, all NVP based combination are progressively retired for utilization of DTG based combinations."
Burundi,BDI,2019-04-30,RTV 100 MG 30 TABS,"Ritonavir 100 mg Film-Coated Tablet, 30 Tabs",Pediatric ARV,566.0,19.33333333333333,29.3,Overstock with a risk of expiry in June 2019 (5 MOS) and August 2019 (28 MOS). GF shipment (Qty 325) is planned for April 2019. Support is being provided to PNLS to continue tracking stock availability at health facility level so that targeted patients can avoid missing doses in central overstock situation. PNLS will continue to sensitize clinicians on availability of ARV for 3rd line treatment.  
Burundi,BDI,2019-04-30,AZT 10 MG/ML SOLN W/ SYR 240 ML,"Zidovudine 10 mg/mL Solution w/ Syringe, 240 mL",Pediatric ARV,14133.0,1431.0,9.9,Stock according to plan. PNLS and GHSC-PSM will continue to track stock status at health facility level. GHSC-PSM will closely monitor stock status on monthly basis to prevent expiry risk.
Cameroon,CMR,2018-05-31,ABC/3TC 120/60 MG DISPERSIBLE 30 TABS,"Abacavir/Lamivudine 120/60 mg Dispersible Tablet, 30 Tabs",Pediatric ARV,206937.0,1256.0,164.8,
Cameroon,CMR,2018-07-31,ABC/3TC 120/60 MG DISPERSIBLE 30 TABS,"Abacavir/Lamivudine 120/60 mg Dispersible Tablet, 30 Tabs",Pediatric ARV,216857.0,7393.666666666667,29.3,
Cameroon,CMR,2018-08-31,ABC/3TC 120/60 MG DISPERSIBLE 30 TABS,"Abacavir/Lamivudine 120/60 mg Dispersible Tablet, 30 Tabs",Pediatric ARV,206486.0,9932.0,20.8,
Cameroon,CMR,2018-09-30,ABC/3TC 120/60 MG DISPERSIBLE 30 TABS,"Abacavir/Lamivudine 120/60 mg Dispersible Tablet, 30 Tabs",Pediatric ARV,275083.0,5396.666666666667,51.0,
Cameroon,CMR,2018-10-31,ABC/3TC 120/60 MG DISPERSIBLE 30 TABS,"Abacavir/Lamivudine 120/60 mg Dispersible Tablet, 30 Tabs",Pediatric ARV,173631.0,4794.333333333333,36.2,
Cameroon,CMR,2018-11-30,ABC/3TC 120/60 MG DISPERSIBLE 30 TABS,"Abacavir/Lamivudine 120/60 mg Dispersible Tablet, 30 Tabs",Pediatric ARV,111660.0,7302.976666666666,15.3,
Cameroon,CMR,2019-01-31,ABC/3TC 120/60 MG DISPERSIBLE 30 TABS,"Abacavir/Lamivudine 120/60 mg Dispersible Tablet, 30 Tabs",Pediatric ARV,96781.0,9294.666666666666,10.4,
Cameroon,CMR,2019-02-28,ABC/3TC 120/60 MG DISPERSIBLE 30 TABS,"Abacavir/Lamivudine 120/60 mg Dispersible Tablet, 30 Tabs",Pediatric ARV,47833.0,10952.66666666667,4.4,
Cameroon,CMR,2019-03-31,ABC/3TC 120/60 MG DISPERSIBLE 30 TABS,"Abacavir/Lamivudine 120/60 mg Dispersible Tablet, 30 Tabs",Pediatric ARV,42887.0,12296.33333333333,3.5,"Expired stock quantities in January, February and March 2019 removed from available stock. GF order of 33,098 with EDD on 8/1/2019, but PSM and NACC has recommended to arrive by 6/1/2019. PSM has used PEPFAR-ACT funds to order 142,000 with RDD 7/31/2019."
Cameroon,CMR,2018-05-31,EFV 200 MG 90 CAPS,"Efavirenz 200 mg, Capsules, 90 Caps",Pediatric ARV,2044.0,3703.0,0.6,
Cameroon,CMR,2018-07-31,EFV 200 MG 90 CAPS,"Efavirenz 200 mg, Capsules, 90 Caps",Pediatric ARV,0.0,1041.666666666667,0,
Cameroon,CMR,2018-08-31,EFV 200 MG 90 CAPS,"Efavirenz 200 mg, Capsules, 90 Caps",Pediatric ARV,0.0,605.6666666666666,0,
Cameroon,CMR,2018-09-30,EFV 200 MG 90 CAPS,"Efavirenz 200 mg, Capsules, 90 Caps",Pediatric ARV,0.0,605.6666666666666,0,
Cameroon,CMR,2018-10-31,EFV 200 MG 90 CAPS,"Efavirenz 200 mg, Capsules, 90 Caps",Pediatric ARV,0.0,0.0,0,
